location,country,circuitId,year,name,lat,lng,alt,TOT
Melbourne,Australia,1,2009,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2008,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2007,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2006,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2005,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2004,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2003,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2002,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2001,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2000,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,1999,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,1998,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,1997,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,1996,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2010,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2011,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2012,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2013,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2014,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2015,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2016,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2017,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2018,Albert Park Circuit,-37.8497,144.968,10,1.0
Melbourne,Australia,1,2019,Albert Park Circuit,-37.8497,144.968,10,1.0
Kuala Lumpur,Malaysia,2,2009,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2008,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2007,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2006,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2005,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2004,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2003,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2002,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2001,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2000,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,1999,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2010,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2011,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2012,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2013,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2014,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2015,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2016,Sepang International Circuit,2.76083,101.738,18,1.0
Kuala Lumpur,Malaysia,2,2017,Sepang International Circuit,2.76083,101.738,18,1.0
Shanghai,China,17,2009,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2008,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2007,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2006,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2005,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2004,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2010,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2011,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2012,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2013,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2014,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2015,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2016,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2017,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2018,Shanghai International Circuit,31.3389,121.22,5,1.0
Shanghai,China,17,2019,Shanghai International Circuit,31.3389,121.22,5,1.0
Sakhir,Bahrain,3,2009,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2008,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2007,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2006,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2005,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2004,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2010,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2012,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2013,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2014,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2015,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2016,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2017,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2018,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2019,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2020,Bahrain International Circuit,26.0325,50.5106,7,1.0
Sakhir,Bahrain,3,2020,Bahrain International Circuit,26.0325,50.5106,7,1.0
Montmeló,Spain,4,2009,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2008,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2007,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2006,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2005,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2004,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2003,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2002,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2001,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2000,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1999,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1998,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1997,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1996,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1995,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1994,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1993,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1992,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,1991,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2010,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2011,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2012,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2013,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2014,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2015,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2016,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2017,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2018,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2019,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Montmeló,Spain,4,2020,Circuit de Barcelona-Catalunya,41.57,2.26111,109,1.0
Monte-Carlo,Monaco,6,2009,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2008,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2007,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2006,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2005,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2004,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2003,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2002,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2001,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2000,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1999,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1998,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1997,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1996,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1995,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1994,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1993,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1992,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1991,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1990,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2010,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1989,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1988,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1987,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1986,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1985,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1984,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1983,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1982,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1981,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1980,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1979,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1978,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1977,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1976,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1975,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1974,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1973,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1972,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1971,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1970,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1969,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1968,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1967,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1966,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1965,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1964,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1963,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1962,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1961,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1960,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1959,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1958,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1957,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1956,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1955,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,1950,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2011,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2012,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2013,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2014,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2015,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2016,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2017,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2018,Circuit de Monaco,43.7347,7.42056,7,1.0
Monte-Carlo,Monaco,6,2019,Circuit de Monaco,43.7347,7.42056,7,1.0
Istanbul,Turkey,5,2009,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2008,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2007,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2006,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2005,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2010,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2011,Istanbul Park,40.9517,29.405,130,1.0
Istanbul,Turkey,5,2020,Istanbul Park,40.9517,29.405,130,1.0
Silverstone,UK,9,2009,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2008,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2007,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2006,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2005,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2004,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2003,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2002,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2001,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2000,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1999,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1998,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1997,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1996,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1995,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1994,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1993,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1992,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1991,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1990,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2010,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1989,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1988,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1987,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1985,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1983,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1981,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1979,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1977,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1975,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1973,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1971,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1969,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1967,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1965,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1963,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1960,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1958,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1956,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1954,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1953,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1952,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1951,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,1950,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2011,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2012,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2013,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2014,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2015,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2016,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2017,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2018,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2019,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2020,Silverstone Circuit,52.0786,-1.01694,153,1.0
Silverstone,UK,9,2020,Silverstone Circuit,52.0786,-1.01694,153,1.0
Nürburg,Germany,20,2009,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2007,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2006,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2005,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2004,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2003,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2002,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2001,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,2000,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1999,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1998,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1997,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1996,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1995,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1985,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1984,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1976,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1975,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1974,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1973,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1972,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1971,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1969,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1968,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1967,Nürburgring,50.3356,6.9475,578,1.0
Nürburg,Germany,20,1966,Nürburgring,50.3356,6.9475,578,1.0
